Date & Time (EST),Candle Open,Candle Close,Close RSI,Bull Entry,Bull P&L,Bear Entry,Bear P&L
2025-02-25 14:05:00 EST,5960.80,5959.05,49.1780,,,,
2025-02-25 14:10:00 EST,5958.88,5959.27,49.5013,,,,
2025-02-25 14:15:00 EST,5959.34,5949.41,37.4806,,,,
2025-02-25 14:20:00 EST,5949.30,5951.16,40.3718,,,,
2025-02-25 14:25:00 EST,5951.10,5946.12,35.1110,,,,
2025-02-25 14:30:00 EST,5946.25,5944.49,33.5217,,,,
2025-02-25 14:35:00 EST,5944.42,5952.47,46.7878,,,,
2025-02-25 14:40:00 EST,5952.42,5963.84,59.6838,,,,
2025-02-25 14:45:00 EST,5963.88,5966.78,62.3389,,,,
2025-02-25 14:50:00 EST,5966.81,5965.51,60.4056,,,,
2025-02-25 14:55:00 EST,5965.57,5965.85,60.7720,,,,
2025-02-25 15:00:00 EST,5965.59,5965.51,60.1459,,,,
2025-02-25 15:05:00 EST,5965.58,5967.47,62.6421,,,,
2025-02-25 15:10:00 EST,5967.46,5965.79,59.0742,,,,
2025-02-25 15:15:00 EST,5965.92,5965.41,58.2303,,,,
2025-02-25 15:20:00 EST,5965.25,5970.43,65.5457,,,,
2025-02-25 15:25:00 EST,5970.19,5979.27,74.4207,,,Bear Entry,-23.35
2025-02-25 15:30:00 EST,5979.29,5972.13,60.3057,,,,
2025-02-25 15:35:00 EST,5972.13,5968.83,54.8923,,,,
2025-02-25 15:40:00 EST,5968.78,5956.64,39.9788,,,,
2025-02-25 15:45:00 EST,5956.62,5955.59,38.9532,,,,
2025-02-25 15:50:00 EST,5955.33,5959.72,45.1763,,,,
2025-02-25 15:55:00 EST,5959.68,5950.63,36.0715,,,,
2025-02-25 16:00:00 EST,5950.30,5955.92,43.5235,,,,
2025-02-26 09:35:00 EST,5970.87,5967.57,56.1791,,,,
2025-02-26 09:40:00 EST,5967.45,5978.67,64.6661,,,,
2025-02-26 09:45:00 EST,5978.48,5972.08,57.2592,,,,
2025-02-26 09:50:00 EST,5972.75,5985.10,65.9324,,,,
2025-02-26 09:55:00 EST,5985.34,5991.87,69.5473,,,,
2025-02-26 10:00:00 EST,5991.82,5990.38,67.7669,,,,
2025-02-26 10:05:00 EST,5990.62,5992.45,69.0069,,,Bear Entry,-35.02
2025-02-26 10:10:00 EST,5992.50,5993.95,69.9494,,,Bear Entry,-36.52
2025-02-26 10:15:00 EST,5993.81,5999.33,73.2336,,,Bear Entry,-41.90
2025-02-26 10:20:00 EST,5999.54,6005.06,76.3328,,,Bear Entry,-47.63
2025-02-26 10:25:00 EST,6005.33,6000.71,69.4636,,,Bear Entry,-43.28
2025-02-26 10:30:00 EST,6000.61,5992.63,58.4687,,,,
2025-02-26 10:35:00 EST,5992.54,5996.51,61.7402,,,,
2025-02-26 10:40:00 EST,5996.63,5996.63,61.8448,,,,
2025-02-26 10:45:00 EST,5996.62,6001.22,65.8602,,,,
2025-02-26 10:50:00 EST,6001.34,6001.63,66.2175,,,,
2025-02-26 10:55:00 EST,6001.58,6002.10,66.6673,,,,
2025-02-26 11:00:00 EST,6002.08,6002.00,66.4555,,,,
2025-02-26 11:05:00 EST,6002.16,6003.89,68.5783,,,Bear Entry,-46.46
2025-02-26 11:10:00 EST,6003.87,6008.11,72.8879,,,Bear Entry,-50.68
2025-02-26 11:15:00 EST,6008.02,6008.99,73.7331,,,Bear Entry,-51.56
2025-02-26 11:20:00 EST,6008.61,6007.08,68.5177,,,Bear Entry,-49.65
2025-02-26 11:25:00 EST,6007.17,6004.75,62.4550,,,,
2025-02-26 11:30:00 EST,6004.78,6000.24,52.3653,,,,
2025-02-26 11:35:00 EST,6000.23,5999.27,50.3954,,,,
2025-02-26 11:40:00 EST,5999.37,6006.46,62.2405,,,,
2025-02-26 11:45:00 EST,6006.53,6001.54,52.5757,,,,
2025-02-26 11:50:00 EST,6001.81,6002.09,53.4841,,,,
2025-02-26 11:55:00 EST,6002.10,6005.33,58.7238,,,,
2025-02-26 12:00:00 EST,6005.40,5993.54,40.1906,,,,
2025-02-26 12:05:00 EST,5993.61,5998.76,48.3153,,,,
2025-02-26 12:10:00 EST,5998.79,5998.94,48.5862,,,,
2025-02-26 12:15:00 EST,5999.10,6004.20,56.1442,,,,
2025-02-26 12:20:00 EST,6004.29,5999.86,49.4030,,,,
2025-02-26 12:25:00 EST,5999.87,5997.93,46.6036,,,,
2025-02-26 12:30:00 EST,5997.88,6000.06,50.1133,,,,
2025-02-26 12:35:00 EST,5999.94,5993.32,40.6109,,,,
2025-02-26 12:40:00 EST,5993.19,5987.05,33.8862,,,,
2025-02-26 12:45:00 EST,5987.11,5986.72,33.5572,,,,
2025-02-26 12:50:00 EST,5986.63,5983.15,30.0109,,,,
2025-02-26 12:55:00 EST,5983.17,5977.09,24.9714,,,,
2025-02-26 13:00:00 EST,5977.18,5969.52,20.2037,,,,
2025-02-26 13:05:00 EST,5969.33,5967.16,18.9357,,,,
2025-02-26 13:10:00 EST,5967.06,5968.23,21.4502,,,,
2025-02-26 13:15:00 EST,5968.24,5968.01,21.2974,,,,
2025-02-26 13:20:00 EST,5967.96,5964.83,19.0864,,,,
2025-02-26 13:25:00 EST,5964.73,5966.97,24.9826,,,,
2025-02-26 13:30:00 EST,5967.02,5953.13,16.3265,,,,
2025-02-26 13:35:00 EST,5952.91,5957.79,26.0342,,,,
2025-02-26 13:40:00 EST,5957.81,5951.61,22.1928,,,,
2025-02-26 13:45:00 EST,5951.61,5949.88,21.2073,,,,
2025-02-26 13:50:00 EST,5949.93,5945.49,18.8214,,,,
2025-02-26 13:55:00 EST,5945.40,5943.85,17.9716,,,,
2025-02-26 14:00:00 EST,5943.86,5939.74,15.9424,,,,
2025-02-26 14:05:00 EST,5939.74,5938.71,15.4505,,,,
2025-02-26 14:10:00 EST,5938.97,5934.89,13.6884,,,,
2025-02-26 14:15:00 EST,5935.08,5938.49,22.9989,,,,
2025-02-26 14:20:00 EST,5938.46,5943.97,35.0052,,,,
2025-02-26 14:25:00 EST,5943.89,5948.21,42.7723,,,,
2025-02-26 14:30:00 EST,5948.20,5947.66,42.0391,,,,
2025-02-26 14:35:00 EST,5947.66,5952.52,50.4773,,,,
2025-02-26 14:40:00 EST,5952.64,5954.86,54.0971,,,,
2025-02-26 14:45:00 EST,5954.67,5955.42,54.9830,,,,
2025-02-26 14:50:00 EST,5955.50,5954.23,52.5581,,,,
2025-02-26 14:55:00 EST,5954.12,5953.47,50.9439,,,,
2025-02-26 15:00:00 EST,5953.48,5940.78,32.3053,,,,
2025-02-26 15:05:00 EST,5940.72,5940.18,31.6886,Bull Entry,17.25,,
2025-02-26 15:10:00 EST,5940.25,5947.48,45.8399,,,,
2025-02-26 15:15:00 EST,5947.61,5946.36,44.2574,,,,
2025-02-26 15:20:00 EST,5946.30,5947.71,46.7502,,,,
2025-02-26 15:25:00 EST,5947.70,5950.72,52.1208,,,,
2025-02-26 15:30:00 EST,5950.71,5949.99,50.7249,,,,
2025-02-26 15:35:00 EST,5949.74,5951.03,52.7529,,,,
2025-02-26 15:40:00 EST,5951.02,5953.85,58.0230,,,,
2025-02-26 15:45:00 EST,5953.97,5962.05,69.2451,,,Bear Entry,-4.62
2025-02-26 15:50:00 EST,5961.93,5962.71,69.9720,,,Bear Entry,-5.28
2025-02-26 15:55:00 EST,5962.16,5960.98,65.4129,,,,
2025-02-26 16:00:00 EST,5960.93,5957.43,56.8604,,,,
2025-02-27 09:35:00 EST,5981.88,5985.17,79.9292,,,,
2025-02-27 09:40:00 EST,5984.86,5984.41,78.6332,,,,
2025-02-27 09:45:00 EST,5985.42,5967.46,55.8937,,,,
2025-02-27 09:50:00 EST,5967.58,5968.84,57.0318,,,,
2025-02-27 09:55:00 EST,5968.60,5950.48,41.1421,,,,
2025-02-27 10:00:00 EST,5950.61,5937.30,33.5852,,,,
2025-02-27 10:05:00 EST,5937.02,5931.52,30.7946,,,,
2025-02-27 10:10:00 EST,5931.77,5934.12,33.5872,,,,
2025-02-27 10:15:00 EST,5934.12,5954.88,51.2553,,,,
2025-02-27 10:20:00 EST,5954.72,5959.04,54.0133,,,,
2025-02-27 10:25:00 EST,5958.97,5970.94,61.0969,,,,
2025-02-27 10:30:00 EST,5970.79,5968.18,58.7362,,,,
2025-02-27 10:35:00 EST,5968.13,5956.26,49.4523,,,,
2025-02-27 10:40:00 EST,5956.28,5965.22,55.4120,,,,
2025-02-27 10:45:00 EST,5965.12,5964.22,54.6037,,,,
2025-02-27 10:50:00 EST,5964.14,5965.81,55.7581,,,,
2025-02-27 10:55:00 EST,5965.41,5953.92,45.9316,,,,
2025-02-27 11:00:00 EST,5953.79,5947.79,41.6721,,,,
2025-02-27 11:05:00 EST,5947.70,5950.12,43.8969,,,,
2025-02-27 11:10:00 EST,5950.00,5952.89,46.6200,,,,
2025-02-27 11:15:00 EST,5952.69,5965.94,57.5424,,,,
2025-02-27 11:20:00 EST,5966.23,5972.24,61.7888,,,,
2025-02-27 11:25:00 EST,5972.21,5968.83,58.2418,,,,
2025-02-27 11:30:00 EST,5968.82,5954.95,46.1186,,,,
2025-02-27 11:35:00 EST,5954.87,5959.93,50.2948,,,,
2025-02-27 11:40:00 EST,5959.82,5956.84,47.7134,,,,
2025-02-27 11:45:00 EST,5956.81,5951.76,43.5767,,,,
2025-02-27 11:50:00 EST,5952.12,5951.81,43.6308,,,,
2025-02-27 11:55:00 EST,5951.78,5942.61,36.4037,,,,
2025-02-27 12:00:00 EST,5942.61,5937.93,33.2517,,,,
2025-02-27 12:05:00 EST,5938.02,5941.73,38.1440,,,,
2025-02-27 12:10:00 EST,5942.05,5937.91,35.2242,,,,
2025-02-27 12:15:00 EST,5937.91,5937.42,34.8394,,,,
2025-02-27 12:20:00 EST,5937.44,5930.58,29.7372,Bull Entry,-67.79,,
2025-02-27 12:25:00 EST,5930.61,5939.33,41.9681,,,,
2025-02-27 12:30:00 EST,5939.36,5952.38,55.0860,,,,
2025-02-27 12:35:00 EST,5952.38,5953.16,55.7585,,,,
2025-02-27 12:40:00 EST,5953.17,5952.37,54.8232,,,,
2025-02-27 12:45:00 EST,5952.41,5941.43,43.4651,,,,
2025-02-27 12:50:00 EST,5941.46,5941.64,43.7169,,,,
2025-02-27 12:55:00 EST,5941.82,5945.99,49.0095,,,,
2025-02-27 13:00:00 EST,5945.97,5947.21,50.4788,,,,
2025-02-27 13:05:00 EST,5947.11,5951.85,55.9141,,,,
2025-02-27 13:10:00 EST,5951.69,5951.04,54.7343,,,,
2025-02-27 13:15:00 EST,5950.93,5959.90,64.0650,,,,
2025-02-27 13:20:00 EST,5959.96,5959.40,63.2374,,,,
2025-02-27 13:25:00 EST,5959.43,5963.73,67.3468,,,,
2025-02-27 13:30:00 EST,5963.74,5959.25,59.5931,,,,
2025-02-27 13:35:00 EST,5959.45,5961.76,62.3269,,,,
2025-02-27 13:40:00 EST,5961.78,5961.50,61.8394,,,,
2025-02-27 13:45:00 EST,5961.45,5956.57,52.9958,,,,
2025-02-27 13:50:00 EST,5956.70,5957.57,54.4812,,,,
2025-02-27 13:55:00 EST,5957.48,5958.91,56.5512,,,,
2025-02-27 14:00:00 EST,5958.97,5950.77,43.1435,,,,
2025-02-27 14:05:00 EST,5950.81,5949.39,41.2770,,,,
2025-02-27 14:10:00 EST,5949.40,5945.93,36.7878,,,,
2025-02-27 14:15:00 EST,5945.94,5938.88,29.4467,Bull Entry,-76.09,,
2025-02-27 14:20:00 EST,5938.90,5938.43,29.0307,Bull Entry,-75.64,,
2025-02-27 14:25:00 EST,5938.39,5930.51,22.6852,Bull Entry,-67.72,,
2025-02-27 14:30:00 EST,5930.32,5920.93,17.4846,Bull Entry,-58.14,,
2025-02-27 14:35:00 EST,5921.05,5906.32,12.5489,Bull Entry,-43.53,,
2025-02-27 14:40:00 EST,5906.21,5907.37,14.5003,Bull Entry,-44.58,,
2025-02-27 14:45:00 EST,5907.74,5904.44,13.5510,Bull Entry,-41.65,,
2025-02-27 14:50:00 EST,5904.39,5904.99,14.7299,Bull Entry,-42.20,,
2025-02-27 14:55:00 EST,5905.10,5908.27,21.8772,Bull Entry,-45.48,,
2025-02-27 15:00:00 EST,5908.37,5906.53,20.8349,Bull Entry,-43.74,,
2025-02-27 15:05:00 EST,5906.47,5890.36,13.9079,Bull Entry,-27.57,,
2025-02-27 15:10:00 EST,5890.25,5888.72,13.3996,Bull Entry,-25.93,,
2025-02-27 15:15:00 EST,5888.81,5885.39,12.3671,Bull Entry,-22.60,,
2025-02-27 15:20:00 EST,5885.63,5881.01,11.1013,Bull Entry,-18.22,,
2025-02-27 15:25:00 EST,5880.78,5887.03,23.2479,Bull Entry,-24.24,,
2025-02-27 15:30:00 EST,5886.92,5876.37,18.2739,Bull Entry,-13.58,,
2025-02-27 15:35:00 EST,5876.19,5883.30,29.3318,Bull Entry,-20.51,,
2025-02-27 15:40:00 EST,5883.30,5878.23,26.3927,Bull Entry,-15.44,,
2025-02-27 15:45:00 EST,5878.16,5876.13,25.2153,Bull Entry,-13.34,,
2025-02-27 15:50:00 EST,5875.98,5878.77,29.6535,Bull Entry,-15.98,,
2025-02-27 15:55:00 EST,5878.68,5869.27,23.9093,Bull Entry,-6.48,,
2025-02-27 16:00:00 EST,5869.16,5862.79,20.8151,Bull Entry,0.00,,
2025-02-28 09:35:00 EST,5856.74,5844.93,14.8545,,,,
2025-02-28 09:40:00 EST,5844.75,5866.81,38.9492,,,,
2025-02-28 09:45:00 EST,5866.06,5871.95,43.1973,,,,
2025-02-28 09:50:00 EST,5872.02,5863.98,38.5215,,,,
2025-02-28 09:55:00 EST,5864.38,5868.63,42.5997,,,,
2025-02-28 10:00:00 EST,5868.51,5872.14,45.6606,,,,
2025-02-28 10:05:00 EST,5871.87,5874.10,47.4220,,,,
2025-02-28 10:10:00 EST,5874.09,5878.62,51.5006,,,,
2025-02-28 10:15:00 EST,5879.22,5887.78,58.7889,,,,
2025-02-28 10:20:00 EST,5887.85,5875.04,47.5971,,,,
2025-02-28 10:25:00 EST,5874.93,5890.60,58.4623,,,,
2025-02-28 10:30:00 EST,5890.59,5896.89,62.0415,,,,
2025-02-28 10:35:00 EST,5896.90,5896.61,61.7750,,,,
2025-02-28 10:40:00 EST,5896.84,5890.27,55.6807,,,,
2025-02-28 10:45:00 EST,5890.24,5887.69,53.2746,,,,
2025-02-28 10:50:00 EST,5887.69,5888.27,53.7797,,,,
2025-02-28 10:55:00 EST,5888.68,5896.38,60.4974,,,,
2025-02-28 11:00:00 EST,5896.00,5901.38,64.1149,,,,
2025-02-28 11:05:00 EST,5901.34,5899.72,61.9944,,,,
2025-02-28 11:10:00 EST,5899.48,5897.85,59.5006,,,,
2025-02-28 11:15:00 EST,5897.65,5889.22,49.2208,,,,
2025-02-28 11:20:00 EST,5889.11,5884.88,44.8380,,,,
2025-02-28 11:25:00 EST,5884.92,5883.13,43.0973,,,,
2025-02-28 11:30:00 EST,5883.00,5873.97,35.0779,,,,
2025-02-28 11:35:00 EST,5873.88,5884.89,48.0439,,,,
2025-02-28 11:40:00 EST,5884.92,5888.31,51.4596,,,,
2025-02-28 11:45:00 EST,5888.13,5891.34,54.4446,,,,
2025-02-28 11:50:00 EST,5891.35,5894.14,57.1820,,,,
2025-02-28 11:55:00 EST,5894.18,5892.70,55.2608,,,,
2025-02-28 12:00:00 EST,5892.71,5886.09,47.0905,,,,
2025-02-28 12:05:00 EST,5885.97,5880.18,40.9940,,,,
2025-02-28 12:10:00 EST,5880.08,5881.50,42.8530,,,,
2025-02-28 12:15:00 EST,5881.44,5889.10,52.5384,,,,
2025-02-28 12:20:00 EST,5888.97,5894.38,58.0900,,,,
2025-02-28 12:25:00 EST,5894.18,5882.05,44.4353,,,,
2025-02-28 12:30:00 EST,5881.96,5882.98,45.5219,,,,
2025-02-28 12:35:00 EST,5883.03,5879.34,41.9128,,,,
2025-02-28 12:40:00 EST,5879.27,5879.29,41.8615,,,,
2025-02-28 12:45:00 EST,5879.37,5863.01,28.9053,Bull Entry,90.02,,
2025-02-28 12:50:00 EST,5865.30,5856.18,25.2211,Bull Entry,96.85,,
2025-02-28 12:55:00 EST,5855.76,5862.91,34.4787,,,,
2025-02-28 13:00:00 EST,5862.81,5848.93,26.7420,Bull Entry,104.10,,
2025-02-28 13:05:00 EST,5848.94,5853.47,32.2926,,,,
2025-02-28 13:10:00 EST,5853.51,5851.51,31.1464,Bull Entry,101.52,,
2025-02-28 13:15:00 EST,5851.52,5852.91,33.0558,,,,
2025-02-28 13:20:00 EST,5852.95,5839.30,25.3636,Bull Entry,113.73,,
2025-02-28 13:25:00 EST,5839.37,5838.63,25.0409,Bull Entry,114.40,,
2025-02-28 13:30:00 EST,5838.77,5859.88,48.4460,,,,
2025-02-28 13:35:00 EST,5859.87,5865.48,52.8139,,,,
2025-02-28 13:40:00 EST,5865.56,5871.49,57.1929,,,,
2025-02-28 13:45:00 EST,5871.47,5871.94,57.5249,,,,
2025-02-28 13:50:00 EST,5872.04,5870.00,55.4394,,,,
2025-02-28 13:55:00 EST,5870.03,5869.50,54.8626,,,,
2025-02-28 14:00:00 EST,5869.78,5849.45,37.3394,,,,
2025-02-28 14:05:00 EST,5849.31,5855.69,43.6419,,,,
2025-02-28 14:10:00 EST,5855.76,5858.87,46.7147,,,,
2025-02-28 14:15:00 EST,5858.97,5857.34,45.3756,,,,
2025-02-28 14:20:00 EST,5857.33,5869.23,56.3218,,,,
2025-02-28 14:25:00 EST,5869.48,5864.47,51.6594,,,,
2025-02-28 14:30:00 EST,5864.40,5868.25,54.9883,,,,
2025-02-28 14:35:00 EST,5868.37,5874.20,59.8805,,,,
2025-02-28 14:40:00 EST,5874.24,5882.86,65.9418,,,,
2025-02-28 14:45:00 EST,5882.91,5886.63,68.2882,,,,
2025-02-28 14:50:00 EST,5886.73,5890.30,70.5130,,,,
2025-02-28 14:55:00 EST,5890.36,5889.56,69.4084,,,,
2025-02-28 15:00:00 EST,5889.62,5893.18,71.8364,,,,
2025-02-28 15:05:00 EST,5893.18,5900.61,76.1984,,,,
2025-02-28 15:10:00 EST,5900.61,5902.96,77.4415,,,,
2025-02-28 15:15:00 EST,5903.00,5899.57,71.3902,,,,
2025-02-28 15:20:00 EST,5899.57,5896.80,66.6058,,,,
2025-02-28 15:25:00 EST,5896.71,5895.10,63.6602,,,,
2025-02-28 15:30:00 EST,5895.27,5908.68,73.9954,,,Bear Entry,44.35
2025-02-28 15:35:00 EST,5908.66,5896.85,57.8666,,,,
2025-02-28 15:40:00 EST,5896.75,5902.73,62.4441,,,,
2025-02-28 15:45:00 EST,5902.77,5910.56,67.7009,,,,
2025-02-28 15:50:00 EST,5910.83,5918.75,72.2685,,,Bear Entry,34.28
2025-02-28 15:55:00 EST,5918.85,5938.50,79.9577,,,Bear Entry,14.53
2025-02-28 16:00:00 EST,5939.28,5953.03,83.6987,,,Bear Entry,0.00
2025-03-03 09:35:00 EST,5968.33,5979.67,88.2301,,,,
2025-03-03 09:40:00 EST,5979.42,5964.70,75.0427,,,,
2025-03-03 09:45:00 EST,5964.47,5960.58,71.7236,,,,
2025-03-03 09:50:00 EST,5960.63,5954.67,66.9451,,,,
2025-03-03 09:55:00 EST,5954.57,5952.41,65.0799,,,,
2025-03-03 10:00:00 EST,5952.40,5937.04,53.6442,,,,
2025-03-03 10:05:00 EST,5939.45,5939.13,54.8576,,,,
2025-03-03 10:10:00 EST,5939.40,5931.96,49.8240,,,,
2025-03-03 10:15:00 EST,5931.68,5930.93,49.0959,,,,
2025-03-03 10:20:00 EST,5931.24,5932.83,50.5941,,,,
2025-03-03 10:25:00 EST,5932.95,5944.11,58.7106,,,,
2025-03-03 10:30:00 EST,5944.09,5952.71,63.8100,,,,
2025-03-03 10:35:00 EST,5952.87,5952.57,63.6660,,,,
2025-03-03 10:40:00 EST,5952.58,5948.62,59.4103,,,,
2025-03-03 10:45:00 EST,5948.85,5962.67,67.9761,,,,
2025-03-03 10:50:00 EST,5962.74,5945.56,52.7307,,,,
2025-03-03 10:55:00 EST,5945.65,5951.03,56.2589,,,,
2025-03-03 11:00:00 EST,5951.11,5936.32,45.8950,,,,
2025-03-03 11:05:00 EST,5936.41,5942.76,50.3957,,,,
2025-03-03 11:10:00 EST,5942.79,5940.66,48.9034,,,,
2025-03-03 11:15:00 EST,5941.01,5944.65,51.9451,,,,
2025-03-03 11:20:00 EST,5944.63,5948.41,54.7977,,,,
2025-03-03 11:25:00 EST,5948.42,5956.09,60.2236,,,,
2025-03-03 11:30:00 EST,5956.22,5937.19,45.2020,,,,
2025-03-03 11:35:00 EST,5937.15,5935.20,43.9048,,,,
2025-03-03 11:40:00 EST,5935.19,5928.88,39.8217,,,,
2025-03-03 11:45:00 EST,5928.81,5925.22,37.5468,,,,
2025-03-03 11:50:00 EST,5925.21,5937.78,48.8319,,,,
2025-03-03 11:55:00 EST,5937.61,5942.07,52.1540,,,,
2025-03-03 12:00:00 EST,5942.06,5942.77,52.7175,,,,
2025-03-03 12:05:00 EST,5942.75,5942.89,52.8246,,,,
2025-03-03 12:10:00 EST,5942.83,5944.14,54.0451,,,,
2025-03-03 12:15:00 EST,5944.02,5948.35,58.1477,,,,
2025-03-03 12:20:00 EST,5948.48,5951.41,60.9950,,,,
2025-03-03 12:25:00 EST,5951.60,5951.52,61.1020,,,,
2025-03-03 12:30:00 EST,5951.40,5949.51,57.8397,,,,
2025-03-03 12:35:00 EST,5949.51,5946.05,52.4197,,,,
2025-03-03 12:40:00 EST,5946.46,5948.83,56.1351,,,,
2025-03-03 12:45:00 EST,5948.96,5948.51,55.5732,,,,
2025-03-03 12:50:00 EST,5948.54,5944.57,48.8055,,,,
2025-03-03 12:55:00 EST,5944.53,5935.44,37.0449,,,,
2025-03-03 13:00:00 EST,5935.47,5931.93,33.5485,,,,
2025-03-03 13:05:00 EST,5931.89,5926.07,28.4968,,,,
2025-03-03 13:10:00 EST,5926.03,5911.46,20.0351,,,,
2025-03-03 13:15:00 EST,5911.44,5904.28,17.2098,,,,
2025-03-03 13:20:00 EST,5904.27,5908.46,24.2097,,,,
2025-03-03 13:25:00 EST,5908.55,5911.85,29.6375,,,,
2025-03-03 13:30:00 EST,5911.39,5892.63,20.3443,,,,
2025-03-03 13:35:00 EST,5892.60,5889.30,19.1726,,,,
2025-03-03 13:40:00 EST,5889.32,5888.43,18.8534,,,,
2025-03-03 13:45:00 EST,5888.44,5895.58,29.6771,,,,
2025-03-03 13:50:00 EST,5895.74,5898.83,34.1674,,,,
2025-03-03 13:55:00 EST,5898.82,5899.05,34.4860,,,,
2025-03-03 14:00:00 EST,5899.27,5903.53,41.0240,,,,
2025-03-03 14:05:00 EST,5903.33,5909.12,48.2707,,,,
2025-03-03 14:10:00 EST,5909.07,5909.60,48.8775,,,,
2025-03-03 14:15:00 EST,5909.59,5905.33,43.7423,,,,
2025-03-03 14:20:00 EST,5905.34,5897.08,35.6102,,,,
2025-03-03 14:25:00 EST,5897.02,5900.85,41.2273,,,,
2025-03-03 14:30:00 EST,5900.76,5896.58,37.1030,,,,
2025-03-03 14:35:00 EST,5896.50,5906.75,50.3985,,,,
2025-03-03 14:40:00 EST,5906.70,5907.79,51.5761,,,,
2025-03-03 14:45:00 EST,5908.30,5914.12,58.3474,,,,
2025-03-03 14:50:00 EST,5914.17,5897.94,41.6142,,,,
2025-03-03 14:55:00 EST,5897.96,5879.58,30.4620,Bull Entry,-28.25,,
2025-03-03 15:00:00 EST,5879.47,5872.37,27.2372,Bull Entry,-21.04,,
2025-03-03 15:05:00 EST,5872.35,5855.47,21.2931,Bull Entry,-4.14,,
2025-03-03 15:10:00 EST,5855.33,5847.59,19.1060,Bull Entry,3.74,,
2025-03-03 15:15:00 EST,5847.77,5840.37,17.2767,Bull Entry,10.96,,
2025-03-03 15:20:00 EST,5840.04,5837.89,16.6604,Bull Entry,13.44,,
